Uniprot_ID;Gene_ID;Gene;Function;Essentiality_Y_N;Essentiality_0_1;Essentiality_0_1keeping;Essentiality_0_11notkeeping
P24232;b2552;hmp;Flavohemoprotein (EC 1.6.99.7) (EC 1.14.12.17);N;0;0;0
P37055;b1235;hnr;Hnr protein;E;1;1;0
P08936;b1237;hns;DNA-binding protein H-NS;E;1;1;1
P36645;b0107;hofB;Protein transport protein hofB;N;0;0;0
P36646;b0106;hofC;Protein transport protein hofC;N;0;0;0
P25960;b3335;hofD;Type 4 prepilin-like proteins leader peptide processing enzyme;X;0;0;0
P41441;b3327;hofF;Putative general secretion pathway protein F;N;0;0;0
P41442;b3328;hofG;Putative general secretion pathway protein G precursor;N;0;0;0
P41443;b3329;hofH;Putative general secretion pathway protein H precursor;N;0;0;0
P34749;b3391;hofQ;Protein transport protein hofQ precursor;N;0;0;0
P22982;b0018.1;hokC;HokC protein;N;0;0;0
P07009;b1562;hokD;HokD protein;?;0;0;0
P77091;;hokE;HokE protein;N;0;0;0
P28630;b0640;holA;DNA polymerase III, delta subunit (EC 2.7.7.7);E;1;1;1
P28631;b1099;holB;DNA polymerase III, delta' subunit (EC 2.7.7.7);E;1;1;1
P28905;b4259;holC;DNA polymerase III, chi subunit (EC 2.7.7.7);E;1;1;1
P28632;b4372;holD;DNA polymerase III, psi subunit (EC 2.7.7.7);?;0;1;1
P28689;b1842;holE;DNA polymerase III, theta subunit (EC 2.7.7.7);?;0;0;0
P36766;b0125;hpt;Hypoxanthine phosphoribosyltransferase (EC 2.4.2.8);N;0;0;0
P43329;b1413;hrpA;ATP-dependent helicase hrpA;N;0;0;0
P37024;b0148;hrpB;ATP-dependent helicase hrpB;N;0;0;0
P54745;b0731;hrsA;HRSA protein (EC 2.7.1.69);N;0;0;0
P36541;b2526;hscA;Chaperone protein hscA;E;1;1;0
P36540;b2527;hscB;Chaperone protein hscB;E;1;1;0
P77319;b0650;hscC;Chaperone protein hscC;N;0;0;0
P08957;b4349;hsdM;Type I restriction enzyme EcoKI M protein (EC 2.1.1.72);N;0;0;0
P08956;b4350;hsdR;Type I restriction enzyme EcoKI R protein (EC 3.1.21.3);N;0;0;0
P05719;b4348;hsdS;Type I restriction enzyme EcoKI specificity protein;N;0;0;0
P52644;b1379;hslJ;Heat shock protein hslJ;E;1;1;0
P45803;b3401;hslO;33 kDa chaperonin;X;0;0;0
P45802;b3400;hslR;Heat shock protein 15;N;0;0;0
P32168;b3931;hslU;ATP-dependent hsl protease ATP-binding subunit hslU;N;0;0;0
P31059;b3932;hslV;ATP-dependent protease hslV (EC 3.4.25.-);N;0;0;0
P10413;b0473;htpG;Chaperone protein htpG;N;0;0;0
P23894;b1829;htpX;Probable protease htpX (EC 3.4.24.-);N;0;0;0
P24187;b1054;htrB;Lipid A biosynthesis lauroyl acyltransferase (EC 2.3.1.-);N;0;0;0
P27375;b3989;htrC;Heat shock protein C;N;0;0;0
P33129;b0139;htrE;Outer membrane usher protein htrE precursor;N;0;0;0
P25666;b3618;htrL;HtrL protein;N;0;0;0
P02342;b4000;hupA;DNA-binding protein HU-alpha;N;0;1;1
P02341;b0440;hupB;DNA-binding protein HU-beta;N;0;1;1
P19928;b0972;hyaA;Hydrogenase-1 small chain precursor (EC 1.18.99.1);E;1;1;0
P19927;b0973;hyaB;Hydrogenase-1 large chain (EC 1.18.99.1);N;0;0;0
P19929;b0974;hyaC;Probable Ni/Fe-hydrogenase 1 B-type cytochrome subunit;E;1;1;0
P19930;b0975;hyaD;Hydrogenase 1 maturation protease (EC 3.4.24.-);E;1;1;0
P19931;b0976;hyaE;Hydrogenase-1 operon protein hyaE;N;0;0;0
P19932;b0977;hyaF;Hydrogenase-1 operon protein hyaF;N;0;0;0
Q46847;b2997;hyb0;Hydrogenase-2 small chain precursor (EC 1.18.99.1);N;0;0;0
P37179;b2996;hybA;Hydrogenase-2 operon protein hybA precursor;N;0;0;0
P37180;b2995;hybB;Probable Ni/Fe-hydrogenase 2 B-type cytochrome subunit;N;0;0;0
P37181;b2994;hybC;Hydrogenase-2 large chain precursor (EC 1.18.99.1);N;0;0;0
P37182;b2993;hybD;Hydrogenase 2 maturation protease (EC 3.4.24.-);E;1;1;0
P37183;b2992;hybE;Hydrogenase-2 operon protein hybE;N;0;0;0
P37184;b2991;hybF;Probable hydrogenase nickel incorporation protein hybF;N;0;0;0
P37185;b2990;hybG;Hydrogenase-2 operon protein hybG;E;1;1;0
P16427;b2725;hycA;Formate hydrogenlyase regulatory protein hycA;N;0;0;0
P16428;b2724;hycB;Formate hydrogenlyase subunit 2;X;0;0;0
P16429;b2723;hycC;Formate hydrogenlyase subunit 3;N;0;0;0
P16430;b2722;hycD;Formate hydrogenlyase subunit 4;N;0;0;0
P16431;b2721;hycE;Formate hydrogenlyase subunit 5 precursor;N;0;0;0
P16432;b2720;hycF;Formate hydrogenlyase subunit 6;E;1;1;0
P16433;b2719;hycG;Formate hydrogenlyase subunit 7;N;0;0;0
P16434;b2718;hycH;Formate hydrogenlyase maturation protein hycH;N;0;0;0
Q57451;b2717;hycI;Hydrogenase 3 maturation protease (EC 3.4.-.-);E;1;1;0
P30132;b2713;hydN;Electron transport protein hydN;N;0;0;0
P23481;b2481;hyfA;Hydrogenase-4 component A (EC 1.-.-.-);N;0;0;0
P23482;b2482;hyfB;Hydrogenase-4 component B (EC 1.-.-.-);N;0;0;0
P77858;b2483;hyfC;Hydrogenase-4 component C (EC 1.-.-.-);N;0;0;0
P77416;b2484;hyfD;Hydrogenase-4 component D (EC 1.-.-.-);N;0;0;0
P77524;b2485;hyfE;Hydrogenase-4 component E (EC 1.-.-.-);N;0;0;0
P77437;b2486;hyfF;Hydrogenase-4 component F (EC 1.-.-.-);N;0;0;0
P77329;b2487;hyfG;Hydrogenase-4 component G (EC 1.-.-.-);N;0;0;0
P77423;b2488;hyfH;Hydrogenase-4 component H;X;0;0;0
P77668;b2489;hyfI;Hydrogenase-4 component I (EC 1.-.-.-);N;0;0;0
P77453;b2490;hyfJ;Hydrogenase-4 component J (EC 1.-.-.-);N;0;0;0
P71229;b2491;hyfR;Hydrogenase-4 transcriptional activator;N;0;0;0
P30147;b0508;hyi;Hydroxypyruvate isomerase (EC 5.3.1.22);N;0;0;0
P24189;b2726;hypA;HypA protein;?;0;0;0
P24190;b2727;hypB;Hydrogenase isoenzymes nickel incorporation protein hypB;N;0;0;0
P24191;b2728;hypC;Hydrogenase isoenzymes formation protein hypC;?;0;0;0
P24192;b2729;hypD;Hydrogenase isoenzymes formation protein hypD;N;0;0;0
P24193;b2730;hypE;Hydrogenase isoenzymes formation protein hypE;N;0;0;0
P30131;b2712;hypF;Hydrogenase maturation protein hypF;N;0;0;0
P39377;b4328;iadA;Isoaspartyl dipeptidase (EC 3.4.19.-);N;0;0;0
P10423;b2753;iap;Alkaline phosphatase isozyme conversion protein precursor (EC 3.4.11.-);N;0;0;0
P29209;b3687;ibpA;16 kDa heat shock protein A;N;0;0;0
P29210;b3686;ibpB;16 kDa heat shock protein B;N;0;0;0
P36650;b3032;icc;Icc protein;N;0;0;0
P08200;b1136;icd;Isocitrate dehydrogenase [NADP] (EC 1.1.1.42);N;0;1;1
P24194;b2916;iciA;Chromosome initiation inhibitor;N;0;0;0
P16528;b4018;iclR;Acetate operon repressor;N;0;0;0
Q46822;b2889;idi;Isopentenyl-diphosphate delta-isomerase (EC 5.3.3.2);N;0;0;0
P39346;b4267;idnD;L-idonate 5-dehydrogenase (EC 1.1.1.264);X;0;0;0
P39208;b4268;idnK;Thermosensitive gluconokinase (EC 2.7.1.12);N;0;0;0
P39345;b4266;idnO;Gluconate 5-dehydrogenase (EC 1.1.1.69);N;0;0;0
P39343;b4264;idnR;L-idonate regulatory protein;N;0;0;0
P39344;b4265;idnT;Gnt-II system L-idonate transporter;N;0;0;0
P06984;b1712;ihfA;Integration host factor alpha-subunit;X;0;1;1
P08756;b0912;ihfB;Integration host factor beta-subunit;N;0;1;1
P00956;b0026;ileS;Isoleucyl-tRNA synthetase (EC 6.1.1.5);E;1;1;1
P04968;b3772;ilvA;Threonine dehydratase biosynthetic (EC 4.2.1.16);N;0;1;1
P08142;b3671;ilvB;Acetolactate synthase isozyme I large subunit (EC 4.1.3.18);N;0;0;0
P05793;b3774;ilvC;Ketol-acid reductoisomerase (EC 1.1.1.86);N;0;1;1
P05791;b3771;ilvD;Dihydroxy-acid dehydratase (EC 4.2.1.9);N;0;1;1
P00510;b3770;ilvE;Branched-chain amino acid aminotransferase (EC 2.6.1.42);N;0;1;1
P00892;b3767;ilvG;Acetolactate synthase isozyme II large subunit (EC 4.1.3.18);N;0;1;1
P00894;b0078;ilvH;Acetolactate synthase isozyme III small subunit (EC 4.1.3.18);N;0;1;1
P00893;b0077;ilvI;Acetolactate synthase isozyme III large subunit (EC 4.1.3.18);N;0;1;1
P03060;b3766;ilvL;IlvGMEDA operon leader peptide;?;0;1;1
P13048;b3769;ilvM;Acetolactate synthase isozyme II small subunit (EC 4.1.3.18);N;0;1;1
P08143;b3670;ilvN;Acetolactate synthase isozyme I small subunit (EC 4.1.3.18);X;0;0;0
P05827;b3773;ilvY;Transcriptional activator protein ilvY;N;0;0;0
P31554;b0054;imp;Organic solvent tolerance protein precursor;E;1;1;0
P27294;b2237;inaA;Protein inaA;N;0;0;0
P02998;b0884;infA;Translation initiation factor IF-1;?;0;1;1
P02995;b3168;infB;Translation initiation factor IF-2;E;1;1;1
P02999;b1718;infC;Translation initiation factor IF-3;E;1;1;1
P03827;b3444;insA6 ;Insertion element IS1 1/2/3/5/6 protein insA;X;0;0;0
P19767;b4294;insA7;Insertion element IS1 7 protein insA;X;0;0;0
P03830;b3445;insB;Insertion element IS1 1/5/6 protein insB;?;0;0;0
P03830;b0021;insB1;Insertion element IS1 1/5/6 protein insB;N;0;0;0
Q47302;b0274;insB3;Insertion element IS1 2/3 protein insB;N;0;0;0
P57998;b0988;insB4;Insertion element IS1 4 protein insB;E;1;1;0
P03830;b3445;insB6;Insertion element IS1 1/5/6 protein insB;N;0;0;0
P19776;b1403;insC2;Transposase insC for insertion element IS2A/D/F/H/I/K;X;0;0;0
P19776;b1997;insC3;Transposase insC for insertion element IS2A/D/F/H/I/K;X;0;0;0
P19776;b2861;insC4;Transposase insC for insertion element IS2A/D/F/H/I/K;X;0;0;0
P19776;b3044;insC5;Transposase insC for insertion element IS2A/D/F/H/I/K;X;0;0;0
P19776;b4272;insC6;Transposase insC for insertion element IS2A/D/F/H/I/K;N;0;0;0
P19777;b1402;insD2;Transposase insD for insertion element IS2A/D/F/H/I/K;X;0;0;0
P19777;b1996;insD3;Transposase insD for insertion element IS2A/D/F/H/I/K;X;0;0;0
P19777;b2860;insD4 ;Transposase insD for insertion element IS2A/D/F/H/I/K;N;0;0;0
P19777;b3045;insD5;Transposase insD for insertion element IS2A/D/F/H/I/K;X;0;0;0
P19777;b4273;insD6;Transposase insD for insertion element IS2A/D/F/H/I/K;X;0;0;0
P77681;b0298;insE1;Transposase insE for insertion sequence IS3A/B/C/D/E/fA/fB;E;1;1;0
P77681;b0540;insE3;Transposase insE for insertion sequence IS3A/B/C/D/E/fA/fB;E;1;1;0
P77681;b1027;insE4;Transposase insE for insertion sequence IS3A/B/C/D/E/fA/fB;E;1;1;0
P77681;b2088;insE5;Transposase insE for insertion sequence IS3A/B/C/D/E/fA/fB;E;1;1;0
P05822;b0299;insF1;Transposase insF for insertion sequence IS3A/B/C/D/E/fA;N;0;0;0
P05822;b0541;insF3;Transposase insF for insertion sequence IS3A/B/C/D/E/fA;N;0;0;0
P05822;b1026;insF4;Transposase insF for insertion sequence IS3A/B/C/D/E/fA;N;0;0;0
P05822;b2089;insF5;Transposase insF for insertion sequence IS3A/B/C/D/E/fA;N;0;0;0
P03835;b4278;insG;Transposase insG for insertion sequence element IS4;N;0;0;0
P03837;b3505;insH11;Transposase insH for insertion sequence element IS5;N;0;0;0
P76071;b1370;insH5;Transposase insH for insertion sequence element IS5Y;E;1;1;0
P37246;b0256;insI1;Transposase insI for insertion sequence element IS30B/C/D;N;0;0;0
P37246;b4284;insI3;Transposase insI for insertion sequence element IS30B/C/D;X;0;0;0
P37246;b4284;insI3;Transposase insI for insertion sequence element IS30B/C/D;N;0;0;0
P19768;b3557;insJ;Insertion element IS150 hypothetical 19.7 kDa protein;N;0;0;0
P19769;b3558;insK;Putative transposase insK for insertion sequence element IS150;N;0;0;0
P08409;b2394;insL3;Putative transposase insL for insertion sequence element IS186A/B/C;N;0;0;0
Q47718;b4285;insM;Transposase insM for insertion sequence element IS600;N;0;0;0
P75679;b0255;insN1;Transposase insN for insertion sequence element IS911A;N;0;0;0
P39212;b4283;insN2;Transposase insN for insertion sequence element IS911B;N;0;0;0
P32053;b2622;intA;Prophage CP4-57 integrase;N;0;0;0
P39347;b4271;intB;Prophage P4 integrase;N;0;0;0
P24218;b0537;intD;Prophage DLP12 integrase;N;0;0;0
P75969;b1140;intE;Prophage lambda integrase;N;0;0;0
P71298;b0281;intF;Putative prophage CP4-6 integrase;N;0;0;0
P76168;b1579;intQ;Putative lambdoid prophage Qin defective integrase;N;0;0;0
P76056;b1345;intR;Putative lambdoid prophage Rac integrase;N;0;0;0
P37326;b2349;intS;Putative prophage CPS-53 integrase;X;0;0;0
P76542;b2442;intZ;Putative prophage CPZ-55 integrase;N;0;0;0
P39171;b2530;iscS;Cysteine desulfurase (EC 4.4.1.-);E;1;1;1
P22939;b0421;ispA;Geranyltranstransferase (EC 2.5.1.10);E;1;1;1
P19641;b3187;ispB;Octaprenyl-diphosphate synthase (EC 2.5.1.-);E;1;1;1
Q46893;b2747;ispD;2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase (EC 2.7.7.60);E;1;1;1
P24209;b1208;ispE;4-diphosphocytidyl-2-C-methyl-D-erythritol kinase (EC 2.7.1.148);E;1;1;1
P36663;b2746;ispF;2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase (EC 4.6.1.12);E;1;1;1
P27433;b2515;ispG*;1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase (gcpE);E;1;1;1
P22565;b0029;ispH*;IspH protein (lytB);E;1;1;1
P21366;b1254;ispZ;Probable intracellular septation protein;E;1;1;0
P03061;b3672;ivbL;IlvBN operon leader peptide;?;0;0;0
P45502;b0220;ivy;Inhibitor of vertebrate lysozyme precursor;N;0;0;0
P21179;b1732;katE;Catalase HPII (EC 1.11.1.6);N;0;0;0
P13029;b3942;katG;Peroxidase/catalase HPI (EC 1.11.1.6);N;0;0;0
P07912;b3617;kbl;2-amino-3-ketobutyrate coenzyme A ligase (EC 2.3.1.29);N;0;0;0
P31069;b1250;kch;Putative potassium channel protein;N;0;0;0
P37647;b3526;kdgK;2-dehydro-3-deoxygluconokinase (EC 2.7.1.45);N;0;0;0
P76268;b1827;kdgR;Transcriptional regulator kdgR;N;0;0;0
P32172;b3909;kdgT;2-keto-3-deoxygluconate permease;N;0;0;0
P03959;b0698;kdpA;Potassium-transporting ATPase A chain (EC 3.6.3.12);N;0;0;0
P03960;b0697;kdpB;Potassium-transporting ATPase B chain (EC 3.6.3.12);N;0;0;0
P03961;b0696;kdpC;Potassium-transporting ATPase C chain (EC 3.6.3.12);?;0;0;0
P21865;b0695;kdpD;Sensor protein kdpD (EC 2.7.3.-);N;0;0;0
P21866;b0694;kdpE;KDP operon transcriptional regulatory protein kdpE;N;0;0;0
P17579;b1215;kdsA;2-dehydro-3-deoxyphosphooctonate aldolase (EC 4.1.2.16);N*;0;1;1
P04951;b0918;kdsB;3-deoxy-manno-octulosonate cytidylyltransferase (EC 2.7.7.38);E;1;1;1
P23282;b3633;kdtA;3-deoxy-D-manno-octulosonic-acid transferase (EC 2.-.-.-);E;1;1;0
P37769;b2842;kduD;2-deoxy-D-gluconate 3-dehydrogenase (EC 1.1.1.125);X;0;0;0
Q46938;b2843;kduI;4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase (EC 5.3.1.17);X;0;0;0
P77338;b0465;kefA;Potassium efflux system kefA;N;0;0;0
P45522;b3350;kefB;Glutathione-regulated potassium-efflux system protein kefB;N;0;0;0
P03819;b0047;kefC;Glutathione-regulated potassium-efflux system protein kefC;N;0;0;0
P17448;b2587;kgtP;Alpha-ketoglutarate permease;N;0;0;0
P38393;b1352;kil;Kil protein;?;0;0;0
P39380;b4331;kptA;RNA 2'-phosphotransferase (EC 2.7.-.-);X;0;0;0
P06992;b0051;ksgA;Dimethyladenosine transferase (EC 2.1.1.-);N;0;0;0
P30016;b3747;kup;Kup system potassium uptake protein;N;0;0;0
P07464;b0342;lacA;Galactoside O-acetyltransferase (EC 2.3.1.18);N;0;0;0
P03023;b0345;lacI;Lactose operon repressor;N;0;0;0
P02920;b0343;lacY;Lactose permease;N;0;0;0
P00722;b0344;lacZ;Beta-galactosidase (EC 3.2.1.23);N;0;0;0
P02943;b4036;lamB;Maltoporin precursor;N;0;0;0
P33229;b1348;lar;Restriction alleviation and modification enhancement protein;X;0;0;0
P37005;b4403;lasT;Hypothetical tRNA/rRNA methyltransferase lasT (EC 2.1.1.-);N;0;0;0
P76008;b1192;ldcA;Muramoyltetrapeptide carboxypeptidase (EC 3.4.17.13);N;0;0;0
P52095;b0186;ldcC;Lysine decarboxylase, constitutive (EC 4.1.1.18);N;0;0;0
P52643;b1380;ldhA;D-lactate dehydrogenase (EC 1.1.1.28);N;0;0;0
P07682;b2569;lepA;GTP-binding protein lepA;N;0;1;1
P00803;b2568;lepB;Signal peptidase I (EC 3.4.21.89);E;1;1;1
P09151;b0074;leuA;2-isopropylmalate synthase (EC 4.1.3.12);N;0;1;1
P30125;b0073;leuB;3-isopropylmalate dehydrogenase (EC 1.1.1.85);N;0;1;1
P30127;b0072;leuC;3-isopropylmalate dehydratase large subunit (EC 4.2.1.33);N;0;1;1
P30126;b0071;leuD;3-isopropylmalate dehydratase small subunit (EC 4.2.1.33);N;0;1;1
P09149;b0075;leuL;Leu operon leader peptide;N;0;0;0
P10151;b0076;leuO;Probable activator protein in leuABCD operon;N;0;0;0
P07813;b0642;leuS;Leucyl-tRNA synthetase (EC 6.1.1.4);E;1;1;1
P03033;b4043;lexA;LexA repressor (EC 3.4.21.88);X;0;1;1
P37149;b2828;lgt;Prolipoprotein diacylglyceryl transferase (EC 2.4.99.-);E;1;1;1
P30015;b1653;lhr;Probable ATP-dependent helicase lhr (EC 3.6.1.-);N;0;0;0
P15042;b2411;ligA;DNA ligase (EC 6.5.1.2);E;1;1;1
P37025;b0147;ligT;2'-5' RNA ligase (EC 6.5.1.-);N;0;0;0
P25845;b0628;lipA;Lipoic acid synthetase;N;0;1;1
P30976;b0630;lipB;Lipoate-protein ligase B (EC 6.-.-.-);N;0;1;1
P11072;b1139;lit;Bacteriophage T4 late gene expression blocking protein;X;0;0;0
P22731;b3454;livF;High-affinity branched-chain amino acid transport ATP-binding protein livF;N;0;0;0
P22730;b3455;livG;High-affinity branched-chain amino acid transport ATP-binding protein livG;N;0;0;0
P08340;b3457;livH;High-affinity branched-chain amino acid transport system permease protein livH;X;0;0;0
P02917;b3460;livJ;Leu/Ile/Val-binding protein precursor;N;0;0;0
P04816;b3458;livK;Leucine-specific binding protein precursor;N;0;1;1
P22729;b3456;livM;High-affinity branched-chain amino acid transport system permease protein livM;N;0;0;0
P33232;b3605;lldD;L-lactate dehydrogenase (EC 1.1.2.3);N;0;0;0
P33231;b3603;lldP;L-lactate permease;N;0;0;0
P33233;b3604;lldR;Putative L-lactate dehydrogenase operon regulatory protein;N;0;0;0
P23930;b0657;lnt;Apolipoprotein N-acyltransferase (EC 2.3.1.-);X;0;1;1
P39178;b0891;lolA;Outer-membrane lipoproteins carrier protein precursor;N;0;1;1
P24208;b1209;lolB;Outer-membrane lipoprotein lolB precursor;X;0;1;1
P75956;b1116;lolC;Lipoprotein releasing system transmembrane protein lolC;E;1;1;1
P75957;b1117;lolD;Lipoprotein releasing system ATP-binding protein lolD;E;1;1;1
P75958;b1118;lolE;Lipoprotein releasing system transmembrane protein lolE;E;1;1;1
P08177;b0439;lon;ATP-dependent protease La (EC 3.4.21.53);N;0;1;1
P51001;b0222;lpcA;Phosphoheptose isomerase (EC 5.-.-.-);N;0;1;1
P00391;b0116;lpdA;Dihydrolipoamide dehydrogenase (EC 1.8.1.4);E;1;1;0
P32099;b4386;lplA;Lipoate-protein ligase A (EC 6.-.-.-);E;1;1;0
P02937;b1677;lpp;Major outer membrane lipoprotein precursor;X;0;0;0
P10440;b0181;lpxA;Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase (EC 2.3.1.129);E;1;1;1
P10441;b0182;lpxB;Lipid-A-disaccharide synthase (EC 2.4.1.182);E;1;1;1
P07652;b0096;lpxC;UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase (EC 3.5.1.-);?;0;1;1
P21645;b0179;lpxD;UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase (EC 2.3.1.-);?;0;1;1
P43341;b0524;lpxH;UDP-2,3-diacylglucosamine hydrolase (EC 3.6.1.-);E;1;1;1
P27300;b0915;lpxK;Tetraacyldisaccharide 4'-kinase (EC 2.7.1.130);E;1;1;1
P36771;b2289;lrhA;Probable transcriptional regulator lrhA;N;0;0;0
P19494;b0889;lrp;Leucine-responsive regulatory protein;N;0;0;0
P00804;b0027;lspA;Lipoprotein signal peptidase (EC 3.4.23.36);E;1;1;1
P75823;b0870;ltaE;Low-specificity L-threonine aldolase (EC 4.1.2.5);N;0;0;0
P45578;b2687;luxS;Autoinducer-2 production protein luxS;?;0;0;0
P00861;b2838;lysA;Diaminopimelate decarboxylase (EC 4.1.1.20);N;0;1;1
P08660;b4024;lysC;Lysine-sensitive aspartokinase III (EC 2.7.2.4);N;0;0;0
P25737;b2156;lysP;Lysine-specific permease;N;0;0;0
P03030;b2839;lysR;Transcriptional activator protein lysR;X;0;0;0
P13030;b2890;lysS;Lysyl-tRNA synthetase (EC 6.1.1.6);X;0;1;1
P14825;b4129;lysU;Lysyl-tRNA synthetase, heat inducible (EC 6.1.1.6);N;0;0;0
P37677;b3580;lyx;Cryptic L-xylulose kinase (EC 2.7.1.53);N;0;0;0
P77791;b0459;maa;Maltose O-acetyltransferase (EC 2.3.1.79);N;0;0;0
P75830;b0878;macA;Macrolide-specific efflux protein macA precursor;N;0;0;0
P75831;b0879;macB;Macrolide-specific ABC-type efflux carrier;N;0;0;0
P76558;b2463;maeB;NADP-dependent malic enzyme (EC 1.1.1.40);N;0;0;0
P02928;b4034;malE;Maltose-binding periplasmic protein precursor;N;0;0;0
P02916;b4033;malF;Maltose transport system permease protein malF;N;0;0;0
P07622;b4032;malG;Maltose transport system permease protein malG;X;0;0;0
P18811;b1620;malI;Maltose regulon regulatory protein malI;N;0;0;0
P02914;b4035;malK;Maltose/maltodextrin transport ATP-binding protein malK;N;0;0;0
P03841;b4037;malM;Maltose operon periplasmic protein precursor;N;0;0;0
P00490;b3417;malP;Maltodextrin phosphorylase (EC 2.4.1.1);N;0;0;0
P15977;b3416;malQ;4-alpha-glucanotransferase (EC 2.4.1.25);N;0;0;0
P25718;b3571;malS;Alpha-amylase precursor (EC 3.2.1.1);N;0;0;0
P06993;b3418;malT;MalT regulatory protein;N;0;0;0
P19642;b1621;malX;PTS system, maltose and glucose-specific IIABC component (EC 2.7.1.69);N;0;0;0
P23256;b1622;malY;MalY protein;N;0;0;0
P21517;b0403;malZ;Maltodextrin glucosidase (EC 3.2.1.20);N;0;0;0
P00946;b1613;manA;Mannose-6-phosphate isomerase (EC 5.3.1.8);N;0;0;0
P24175;b2048;manB;Phosphomannomutase (EC 5.4.2.8);N;0;0;0
P24174;b2049;manC;Mannose-1-phosphate guanylyltransferase (EC 2.7.7.22);N;0;0;0
P08186;b1817;manX;PTS system, mannose-specific IIAB component (EC 2.7.1.69);N;0;0;0
P08187;b1818;manY;PTS system, mannose-specific IIC component;N;0;0;0
P08188;b1819;manZ;PTS system, mannose-specific IID component;N;0;0;0
P77455;b1387;maoC;MaoC protein;N;0;0;0
P07906;b0168;map;Methionine aminopeptidase (EC 3.4.11.18);E;1;1;1
P27246;b1531;marA;Multiple antibiotic resistance protein marA;E;1;1;0
P31121;b1532;marB;Multiple antibiotic resistance protein marB;?;0;0;0
P31123;b1529;marC;Multiple antibiotic resistance protein marC;N;0;0;0
P27245;b1530;marR;Multiple antibiotic resistance protein marR;N;0;0;0
P33646;b2781;mazG;MazG protein;N;0;0;0
Q47154;b0230;mbhA;MbhA protein;N;0;0;0
P24200;b1159;mcrA;5-methylcytosine-specific restriction enzyme A (EC 3.1.21.-);N;0;0;0
P15005;b4346;mcrB;5-methylcytosine-specific restriction enzyme B (EC 3.1.21.-);N;0;0;0
P15006;b4345;mcrC;Protein mcrC;N;0;0;0
P27301;b4344;mcrD;McrD protein;N;0;0;0
P40717;b3028;mdaB;Modulator of drug activity B;N;0;0;0
P06994;b3236;mdh;Malate dehydrogenase (EC 1.1.1.37);N;0;0;0
P77265;b0448;mdlA;Multidrug resistance-like ATP-binding protein mdlA;N;0;0;0
P75706;b0449;mdlB;Multidrug resistance-like ATP-binding protein mdlB;N;0;0;0
P39401;b4359;mdoB;Phosphoglycerol transferase I (EC 2.7.8.20);X;0;0;0
P75920;b1047;mdoC;Glucans biosynthesis protein mdoC;N;0;0;0
P33136;b1048;mdoG;Periplasmic glucans biosynthesis protein mdoG precursor;N;0;0;0
P33137;b1049;mdoH;Periplasmic glucans biosynthesis protein mdoH;N;0;0;0
P06720;b4119;melA;Alpha-galactosidase (EC 3.2.1.22);N;0;0;0
P02921;b4120;melB;Melibiose carrier protein;N;0;0;0
P10411;b4118;melR;Melibiose operon regulatory protein;N;0;0;0
P32166;b3930;menA;1,4-dihydroxy-2-naphthoate octaprenyltransferase (EC 2.5.1.-);N;0;0;0
P27290;b2262;menB;Naphthoate synthase (EC 4.1.3.36);X;0;0;0
P29208;b2261;menC;O-succinylbenzoate-CoA synthase (EC 4.2.1.-);X;0;0;0
P17109;b2264;menD;Menaquinone biosynthesis protein menD;?;0;0;0
P37353;b2260;menE;O-succinylbenzoic acid--CoA ligase (EC 6.2.1.26);E;1;1;0
P38051;b2265;menF;Menaquinone-specific isochorismate synthase (EC 5.4.99.6);N;0;0;0
P32165;b3929;menG;S-adenosylmethionine:2-demethylmenaquinone methyltransferase (EC 2.1.-.-);N;0;0;0
P14007;b2328;mepA;Penicillin-insensitive murein endopeptidase precursor (EC 3.4.99.-);N;0;0;0
P52097;b0188;mesJ;Putative cell cycle protein mesJ;E;1;1;0
P07623;b4013;metA;Homoserine O-succinyltransferase (EC 2.3.1.46);N;0;1;1
P00935;b3939;metB;Cystathionine gamma-synthase (EC 4.2.99.9);N;0;1;1
P06721;b3008;metC;Cystathionine beta-lyase (EC 4.4.1.8);N;0;1;1
P25665;b3829;metE;5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase (EC 2.1.1.14);N;0;1;1
P00394;b3941;metF;5,10-methylenetetrahydrofolate reductase (EC 1.7.99.5);N;0;1;1
P00959;b2114;metG;Methionyl-tRNA synthetase (EC 6.1.1.10);E;1;1;1
P13009;b4019;metH;5-methyltetrahydrofolate--homocysteine methyltransferase (EC 2.1.1.13);N;0;0;0
P08338;b3938;metJ;Met repressor;N;0;0;0
