Uniprot_ID;Gene_ID;Gene;Function;Essentiality_Y_N;Essentiality_0_1;Essentiality_0_1keeping;Essentiality_0_11notkeeping
P76421;b2102;yegX;Hypothetical protein yegX;N;0;0;0
P33340;b2108;yehA;Hypothetical protein yehA precursor;N;0;0;0
P33341;b2109;yehB;Hypothetical outer membrane usher protein yehB precursor;N;0;0;0
P33342;b2110;yehC;Hypothetical fimbrial chaperone yehC precursor;E;1;1;0
P33343;b2111;yehD;Hypothetical protein yehD precursor;E;1;1;0
P33344;b2112;yehE;Hypothetical protein yehE precursor;N;0;0;0
P33346;b2118;yehI;Hypothetical protein yehI;N;0;0;0
P33347;;yehK;Hypothetical protein yehK;N;0;0;0
P33348;b2119;yehL;Hypothetical protein yehL;N;0;0;0
P33349;b2120;yehM;Hypothetical protein yehM;N;0;0;0
P33352;b2121;yehP;Hypothetical protein yehP;N;0;0;0
P33353;b2122;yehQ;Hypothetical protein yehQ;N;0;0;0
P33354;b2123;yehR;Hypothetical lipoprotein yehR precursor;N;0;0;0
P33355;b2124;yehS;Hypothetical protein yehS;N;0;0;0
P33356;b2125;yehT;Hypothetical protein yehT;N;0;0;0
P33357;b2126;yehU;Hypothetical protein yehU precursor;N;0;0;0
P33359;b2128;yehW;Hypothetical ABC transporter permease protein yehW;N;0;0;0
P33360;b2129;yehX;Hypothetical ABC transporter ATP-binding protein yehX;N;0;0;0
P33361;b2130;yehY;Hypothetical ABC transporter permease protein yehY;N;0;0;0
P33362;b2131;yehZ;Hypothetical protein yehZ precursor;N;0;0;0
P25889;b2147;yeiA;Hypothetical protein yeiA;N;0;0;0
P25747;b2152;yeiB;Hypothetical protein yeiB;N;0;0;0
P30235;b2166;yeiC;Hypothetical sugar kinase yeiC;N;0;0;0
P32484;b2157;yeiE;Hypothetical transcriptional regulator yeiE;N;0;0;0
P33018;b2154;yeiG;Hypothetical protein yeiG;N;0;0;0
P33019;b2158;yeiH;Hypothetical protein yeiH;N;0;0;0
P33020;b2160;yeiI;Hypothetical sugar kinase yeiI;N;0;0;0
P33021;b2161;yeiJ;Hypothetical transport protein yeiJ;E;1;1;0
P33022;b2162;yeiK;Hypothetical protein yeiK;N;0;0;0
P33023;b2163;yeiL;Hypothetical protein yeiL;E;1;1;0
P33024;b2164;yeiM;Hypothetical transport protein yeiM;E;1;1;0
P33025;b2165;yeiN;Hypothetical protein yeiN;?;0;0;0
P33028;b2171;yeiP;Protein yeiP;N;0;0;0
P33029;b2172;yeiQ;Hypothetical oxidoreductase yeiQ (EC 1.-.-.-);N;0;0;0
P33030;b2173;yeiR;Hypothetical protein yeiR;N;0;0;0
P76439;b2145;yeiS;Hypothetical protein yeiS;N;0;0;0
P76440;b2146;yeiT;Hypothetical oxidoreductase yeiT;N;0;0;0
P76445;b2174;yeiU;Hypothetical protein yeiU;N;0;0;0
P33913;b2177;yejA;Hypothetical protein yejA precursor;N;0;0;0
P33914;b2178;yejB;Hypothetical ABC transporter permease protein yejB;N;0;0;0
P33915;b2179;yejE;Hypothetical ABC transporter permease protein yejE;E;1;1;0
P33916;b2180;yejF;Hypothetical ABC transporter ATP-binding protein yejF;N;0;0;0
P33917;b2181;yejG;Hypothetical protein yejG;N;0;0;0
P33919;b2184;yejH;Hypothetical protein yejH;N;0;0;0
P33920;b2186;yejK;37 kDa nucleoid-associated protein;N;0;0;0
P33921;b2187;yejL;Hypothetical protein yejL;?;0;1;1
P33922;b2188;yejM;Hypothetical protein yejM;N;0;1;1
P33924;b2190;yejO;Hypothetical outer membrane protein yejO;N;0;0;0
P17994;b2230;yfaA;Hypothetical protein yfaA;N;0;0;0
P37014;b2244;yfaD;Hypothetical protein yfaD;E;1;1;0
P37910;b2236;yfaE;Hypothetical ferredoxin-like protein yfaE;N;0;0;0
P45505;b2238;yfaH;Hypothetical protein yfaH;?;0;0;0
P45508;b2233;yfaL;Hypothetical protein yfaL precursor;N;0;0;0
P52006;b2251;yfaO;Putative Nudix hydrolase yfaO (EC 3.6.-.-);N;0;0;0
P76462;b2225;yfaP;Hypothetical protein yfaP precursor;N;0;0;0
P76463;b2226;yfaQ;Hypothetical protein yfaQ precursor;N;0;0;0
P76464;;yfaS;Hypothetical protein yfaS precursor;N;0;0;0
P76466;b2229;yfaT;Hypothetical protein yfaT precursor;N;0;0;0
P76469;b2245;yfaU;Hypothetical protein yfaU;N;0;0;0
P76470;b2246;yfaV;Hypothetical transport protein yfaV;E;1;1;0
P77215;b2247;yfaW;Hypothetical protein yfaW;N;0;0;0
P77732;b2248;yfaX;Hypothetical transcriptional regulator yfaX;N;0;0;0
P76471;b2250;yfaZ;Hypothetical protein yfaZ precursor;N;0;0;0
P37355;b2263;yfbB;Hypothetical protein yfbB;X;0;0;0
P77690;b2253;yfbE;Hypothetical protein yfbE;X;0;0;0
P77757;b2254;yfbF;Putative glycosyl transferase yfbF (EC 2.-.-.-);N;0;0;0
P77398;b2255;yfbG;Hypothetical protein yfbG;N;0;0;0
P76472;b2256;yfbH;Hypothetical protein yfbH;N;0;0;0
P76473;b2257;yfbI;Hypothetical protein yfbI;N;0;0;0
P76474;b2258;yfbJ;Hypothetical protein yfbJ;N;0;0;0
P76481;b2270;yfbK;Hypothetical protein yfbK;N;0;0;0
P76482;b2271;yfbL;Hypothetical protein yfbL;N;0;0;0
P76483;b2272;yfbM;Hypothetical protein yfbM;N;0;0;0
P76484;b2273;yfbN;Hypothetical protein yfbN;X;0;0;0
P76485;b2274;yfbO;Hypothetical protein yfbO;N;0;0;0
P76486;b2275;yfbP;Hypothetical protein yfbP;N;0;0;0
P77727;b2290;yfbQ;Probable aminotransferase yfbQ (EC 2.6.1.-);X;0;0;0
P76491;b2291;yfbR;Hypothetical protein yfbR;N;0;0;0
P77741;b2292;yfbS;Hypothetical protein yfbS;N;0;0;0
P77625;b2293;yfbT;Protein yfbT;N;0;0;0
P76492;b2294;yfbU;Protein yfbU;N;0;0;0
P77496;b2295;yfbV;Hypothetical protein yfbV;N;0;0;0
Q47377;;yfbW;Hypothetical protein yfbW;N;0;0;0
P14008;b2327;yfcA;Hypothetical protein yfcA;N;0;0;0
P39199;b2330;yfcB;Hypothetical adenine-specific methylase yfcB (EC 2.1.1.72);N;0;0;0
P39263;b2298;yfcC;Hypothetical protein yfcC;N;0;0;0
P76494;b2299;yfcD;Hypothetical protein yfcD;N;0;0;0
P76495;b2300;yfcE;Hypothetical protein yfcE;N;0;0;0
P77544;b2301;yfcF;Hypothetical GST-like protein yfcF;N;0;1;1
P77526;b2302;yfcG;Hypothetical GST-like protein yccG;N;0;0;0
P77775;b2304;yfcH;Hypothetical protein yfcH;E;1;1;0
P77768;b2305;yfcI;Hypothetical protein yfcI;N;0;0;0
P77549;b2322;yfcJ;Hypothetical protein yfcJ;N;0;0;0
P77182;b2324;yfcK;Hypothetical protein yfcK;N;0;0;0
P76496;b2325;yfcL;Hypothetical protein yfcL;N;0;0;0
P76938;b2326;yfcM;Hypothetical protein yfcM;N;0;0;0
P77458;b2331;yfcN;Hypothetical protein yfcN;N;0;0;0
P76498;b2332;yfcO;Hypothetical protein yfcO precursor;N;0;0;0
P76499;b2333;yfcP;Hypothetical fimbrial-like protein yfcP precursor;N;0;0;0
P76500;b2334;yfcQ;Hypothetical fimbrial-like protein yfcQ precursor;N;0;0;0
P76501;b2335;yfcR;Hypothetical protein yfcR precursor;N;0;0;0
P77599;b2336;yfcS;Hypothetical fimbrial chaperone yfcS precursor;N;0;0;0
P77196;b2337;yfcU;Hypothetical outer membrane usher protein yfcU precursor;N;0;0;0
P77196;;yfcU;Hypothetical outer membrane usher protein yfcU precursor;N;0;0;0
P77288;b2339;yfcV;Hypothetical fimbrial-like protein yfcV precursor;N;0;0;0
P77399;b2341;yfcX;Putative fatty oxidation complex alpha subunit;N;0;0;0
P76503;b2342;yfcY;Probable 3-ketoacyl-CoA thiolase (EC 2.3.1.16);N;0;0;0
P76504;b2343;yfcZ;Hypothetical protein yfcZ;N;0;0;0
P37327;b2347;yfdC;Hypothetical protein yfdC;N;0;0;0
P76518;b2371;yfdE;Hypothetical protein yfdE;X;0;0;0
P76505;b2345;yfdF;Hypothetical protein yfdF;N;0;0;0
P77682;b2350;yfdG;Bactoprenol-linked glucose translocase homolog from prophage CPS-53;X;0;0;0
P77293;b2351;yfdH;Bactoprenol glucosyl transferase homolog from prophage CPS-53 (EC 2.4.1.-);X;0;0;0
P76507;b2352;yfdI;Hypothetical protein yfdI;N;0;0;0
P77656;b2354;yfdK;Hypothetical protein yfdK;N;0;0;0
P76508;b2355;yfdL;Hypothetical protein yfdL;X;0;0;0
P76509;b2356;yfdM;Hypothetical protein yfdM;X;0;0;0
P76510;b2357;yfdN;Hypothetical protein yfdN;X;0;0;0
P76511;b2358;yfdO;Hypothetical protein yfdO;X;0;0;0
P76512;b2359;yfdP;Hypothetical protein yfdP;N;0;0;0
P76513;b2360;yfdQ;Hypothetical protein yfdQ;N;0;0;0
P76514;b2361;yfdR;Hypothetical protein yfdR;N;0;0;0
P76515;b2362;yfdS;Hypothetical protein yfdS;X;0;0;0
P76516;b2363;yfdT;Hypothetical protein yfdT;X;0;0;0
P78093;b2373;yfdU;Probable oxalyl-CoA decarboxylase (EC 4.1.1.8);N;0;0;0
P76519;b2372;yfdV;Hypothetical protein yfdV;X;0;0;0
P77407;b2374;yfdW;Hypothetical protein yfdW;N;0;0;0
P76520;b2375;yfdX;YfdX protein precursor;E;1;1;0
P76521;b2377;yfdY;Hypothetical protein yfdY;N;0;0;0
P77434;b2379;yfdZ;Hypothetical aminotransferase yfdZ (EC 2.6.1.-);N;0;0;0
P23842;b2395;yfeA;Hypothetical protein yfeA;N;0;0;0
P27239;b2398;yfeC;Hypothetical protein yfeC;N;0;0;0
P27238;b2399;yfeD;Hypothetical protein yfeD;N;0;0;0
P39836;b2410;yfeH;Hypothetical protein yfeH;N;0;0;0
Q47702;b2419;yfeK;Hypothetical protein yfeK precursor;N;0;0;0
P45564;b2408;yfeN;Hypothetical protein yfeN;N;0;0;0
P76526;b2389;yfeO;Hypothetical protein yfeO;N;0;0;0
P77500;b2409;yfeR;Hypothetical transcriptional regulator yfeR;N;0;0;0
P78271;b2420;yfeS;Hypothetical protein yfeS;N;0;0;0
P77245;b2427;yfeT;Hypothetical protein yfeT;N;0;0;0
P76535;b2428;yfeU;Protein yfeU;N;0;0;0
P77272;b2429;yfeV;Putative PTS system IIBC component yfeV (EC 2.7.1.69);N;0;0;0
P77619;b2430;yfeW;Hypothetical protein yfeW precursor;N;0;0;0
P76536;b2431;yfeX;Hypothetical protein yfeX;N;0;0;0
P76537;b2432;yfeY;Hypothetical protein yfeY precursor;N;0;0;0
P76538;b2433;yfeZ;Hypothetical protein yfeZ;N;0;0;0
P24178;b2471;yffB;Protein yffB;E;1;1;1
P37128;b2467;yffH;Hypothetical protein yffH;N;0;0;0
P76543;b2443;yffL;Hypothetical protein yffL;N;0;0;0
P76544;b2444;yffM;Hypothetical protein yffM;E;1;1;0
P76545;b2445;yffN;Hypothetical protein yffN;N;0;0;0
P76546;b2446;yffO;Hypothetical protein yffO;E;1;1;0
P76547;b2447;yffP;Hypothetical protein yffP;N;0;0;0
P76548;b2448;yffQ;Hypothetical protein yffQ;N;0;0;0
P76549;b2449;yffR;Hypothetical protein yffR precursor;?;0;0;0
P76550;b2450;yffS;Hypothetical protein yffS;E;1;1;0
P27434;b2516;yfgA;Hypothetical protein yfgA;N;0;0;0
P36979;b2517;yfgB;Hypothetical protein yfgB;N;0;0;0
P76568;b2494;yfgC;Hypothetical protein yfgC precursor;?;0;0;0
P76569;b2495;yfgD;Protein yfgD;N;0;0;0
P76570;b2496;yfgE;Hypothetical protein yfgE;E;1;1;0
P77172;b2503;yfgF;Hypothetical protein yfgF;N;0;0;0
P76572;b2505;yfgH;Hypothetical lipoprotein yfgH precursor;?;0;0;0
P76573;b2506;yfgI;Hypothetical protein yfgI;X;0;0;0
P76575;b2510;yfgJ;Hypothetical protein yfgJ;N;0;0;0
P77774;b2512;yfgL;Hypothetical protein yfgL;N;0;0;0
P76576;b2513;yfgM;Hypothetical protein yfgM;N;0;0;0
P21712;b2554;yfhA;Hypothetical protein yfHa;N;0;0;0
P30133;b2560;yfhB;Hypothetical protein yfhB;N;0;0;0
P30134;b2559;yfhC;Hypothetical protein yfhC;E;1;1;0
P30135;b2558;yfhD;Hypothetical protein yfhD;N;0;0;0
P36539;b2528;yfhF;Protein yfhF;?;0;0;0
P37328;b2555;yfhG;Hypothetical protein yfhG;?;0;0;0
P37767;b2561;yfhH;Hypothetical protein yfhH;?;0;0;0
P37096;b2524;yfhJ;Hypothetical protein yfhJ;N;0;0;0
P52101;b2556;yfhK;Putative sensor-like histidine kinase yfhK (EC 2.7.3.-);N;0;0;0
P52102;b2562;yfhL;Putative ferredoxin-like protein yfhL;N;0;0;0
P76578;b2520;yfhM;Hypothetical lipoprotein yfhM precursor;N;0;0;0
P77484;b2531;yfhP;Hypothetical protein yfhP;N;0;0;0
P77438;b2532;yfhQ;Hypothetical tRNA/rRNA methyltransferase yfhQ (EC 2.1.1.-);N;0;0;0
P77538;b2534;yfhR;Hypothetical protein yfhR;N;0;0;0
P11285;b2597;yfiA;Protein yfiA;N;0;0;0
P07021;b2605;yfiB;Putative lipoprotein yfiB precursor;N;0;0;0
P31825;b2575;yfiC;Hypothetical protein yfiC;N;0;0;0
P33633;b2579;yfiD;Protein yfiD;E;1;1;0
P33634;b2577;yfiE;Hypothetical transcriptional regulator yfiE;N;0;0;0
P33635;b2581;yfiF;Hypothetical tRNA/rRNA methyltransferase yfiF (EC 2.1.1.-);N;0;0;0
P33644;b2593;yfiH;Hypothetical protein yfiH;N;0;0;0
P38101;b2578;yfiK;Hypothetical protein yfiK;N;0;0;0
P11289;b2602;yfiL;Hypothetical protein yfiL;N;0;0;0
P46126;b2586;yfiM;Hypothetical protein yfiM;N;0;0;0
P46139;b2604;yfiN;Hypothetical protein yfiN;N;0;0;0
P77146;b2595;yfiO;Hypothetical lipoprotein yfiO precursor;N;0;0;0
Q47319;b2583;yfiP;Hypothetical protein yfiP;N;0;0;0
P76594;b2584;yfiQ;Hypothetical protein yfiQ;N;0;0;0
P76597;b2603;yfiR;Hypothetical protein yfiR precursor;N;0;0;0
P37908;b2613;yfjD;Hypothetical protein yfjD;N;0;0;0
P52119;b2618;yfjF;Protein yfjF;E;1;1;0
P52121;b2619;yfjG;Hypothetical protein yfjG;E;1;1;0
P52123;b2623;yfjH;Hypothetical protein yfjH;X;0;0;0
P52124;b2625;yfjI;Hypothetical protein yfjI;X;0;0;0
P52125;b2626;yfjJ;Hypothetical protein yfjJ;X;0;0;0
P52126;b2627;yfjK;Hypothetical protein yfjK;N;0;0;0
P52127;b2628;yfjL;Hypothetical protein yfjL;N;0;0;0
P52128;b2629;yfjM;Hypothetical protein yfjM;N;0;0;0
P52129;b2630;yfjN;Hypothetical protein yfjN;N;0;0;0
P52130;b2631;yfjO;Hypothetical protein yfjO;?;0;0;0
P52131;b2632;yfjP;Hypothetical protein yfjP;N;0;0;0
P52132;b2633;yfjQ;Hypothetical protein yfjQ;N;0;0;0
P52133;b2634;yfjR;Hypothetical transcriptional regulator yfjR;N;0;0;0
O52982;b2636;yfjS;Hypothetical lipoprotein yfjS precursor;?;0;0;0
P52135;b2637;yfjT;Hypothetical protein yfjT precursor;N;0;0;0
P52136;b2638;yfjU;Putative arsenate reductase (EC 1.97.1.5);N;0;0;0
P52137;b2639;yfjV;Putative arsenical pump membrane protein;N;0;0;0
P77014;;yfjV;PUTATIVE ARSENICAL PUMP MEMBRANE PROTEIN;?;0;0;0
P52138;b2642;yfjW;Hypothetical protein yfjW;N;0;0;0
P52139;b2643;yfjX;Hypothetical protein yfjX;X;0;0;0
P52140;b2644;yfjY;Putative radC-like protein yfjY;X;0;0;0
P52141;b2645;yfjZ;Hypothetical protein yfjZ;X;0;0;0
P37013;b2709;ygaA;Hypothetical sigma-54-dependent transcriptional regulator ygaA;N;0;0;0
P36931;b2671;ygaC;Hypothetical protein ygaC;N;0;0;0
P41053;b2700;ygaD;Protein ygaD;N;0;0;0
P37338;b2664;ygaE;Hypothetical transcriptional regulator ygaE;N;0;0;0
P43667;b2683;ygaH;Hypothetical protein ygaH;N;0;0;0
Q47413;b2672;ygaM;Hypothetical protein ygaM;?;0;0;0
P55734;b2668;ygaP;Hypothetical protein ygaP;E;1;1;0
P76616;b2654;ygaQ;Hypothetical protein ygaQ;X;0;0;0
P76621;b2659;ygaT;Hypothetical protein ygaT;N;0;0;0
P39169;b2665;ygaU;Unknown protein from 2D-page;E;1;1;0
P77295;b2667;ygaV;Hypothetical transcriptional regulator ygaV;N;0;0;0
P76626;b2670;ygaW;Hypothetical protein ygaW;N;0;0;0
P76628;b2681;ygaY;Hypothetical protein ygaY;N;0;0;0
P76630;b2682;ygaZ;Hypothetical protein ygaZ;N;0;0;0
P25728;b2732;ygbA;Hypothetical protein ygbA;E;1;1;0
P46141;b2749;ygbE;Hypothetical protein ygbE;N;0;0;0
P45956;b2754;ygbF;Hypothetical protein ygbF;N;0;0;0
P52598;b2735;ygbI;Hypothetical transcriptional regulator ygbI;N;0;0;0
Q46888;b2736;ygbJ;Hypothetical oxidoreductase ygbJ (EC 1.1.-.-);N;0;0;0
Q46889;b2737;ygbK;Hypothetical protein ygbK;E;1;1;0
Q46890;b2738;ygbL;Hypothetical aldolase class II protein ygbL;N;0;0;0
Q46891;b2739;ygbM;Hypothetical protein ygbM;N;0;0;0
Q46892;b2740;ygbN;Hypothetical permease ygbN;N;0;0;0
Q57261;b2745;ygbO;Protein ygbO;N;0;0;0
Q46894;b2748;ygbQ;Hypothetical protein ygbQ;E;1;1;0
Q46896;b2755;ygbT;Hypothetical protein ygbT;N;0;0;0
P38036;b2761;ygcB;Hypothetical protein ygcB;X;0;0;0
P55138;b2776;ygcE;Hypothetical sugar kinase ygcE;N;0;0;0
P55139;b2777;ygcF;Hypothetical protein ygcF;N;0;0;0
P55140;b2778;ygcG;Hypothetical protein ygcG;N;0;0;0
Q46897;b2756;ygcH;Hypothetical protein ygcH;N;0;0;0
Q46898;b2757;ygcI;Hypothetical protein ygcI precursor;N;0;0;0
Q46899;b2758;ygcJ;Hypothetical protein ygcJ;N;0;0;0
P76632;b2759;ygcK;Hypothetical protein ygcK;N;0;0;0
Q46901;b2760;ygcL;Hypothetical protein ygcL;N;0;0;0
Q46903;b2765;ygcM;Putative 6-pyruvoyl tetrahydrobiopterin synthase (EC 4.6.1.10);N;0;0;0
Q46904;b2766;ygcN;Probable electron transfer flavoprotein-quinone oxidoreductase ygcN (EC 1.5.5.-);N;0;0;0
Q46905;b2767;ygcO;Ferredoxin-like protein ygcO;N;0;0;0
Q46906;b2768;ygcP;Hypothetical protein ygcP;?;0;1;1
Q46907;b2769;ygcQ;Putative electron transfer flavoprotein subunit ygcQ;N;0;0;0
Q46908;b2770;ygcR;Putative electron transfer flavoprotein subunit ygcR;N;0;0;0
Q46909;b2771;ygcS;Hypothetical metabolite transport protein ygcS;N;0;0;0
Q46911;;ygcU;Hypothetical flavoprotein ygcU;N;0;0;0
Q46911;b2773;ygcU;Hypothetical flavoprotein ygcU;N;0;0;0
P76633;b2774;ygcW;Hypothetical oxidoreductase ygcW (EC 1.-.-.-);N;0;0;0
P08370;b2824;ygdB;Hypothetical protein ygdB precursor;N;0;0;0
P32065;b2807;ygdD;Hypothetical protein ygdD;N;0;0;0
P32066;b2806;ygdE;Hypothetical protein ygdE;N;0;0;0
P37350;b2795;ygdH;Hypothetical protein ygdH;N;0;0;0
Q46924;b2809;ygdI;Hypothetical lipoprotein ygdI precursor;?;0;0;0
Q46926;b2811;ygdK;Hypothetical protein ygdK;E;1;1;0
Q46927;b2812;ygdL;Hypothetical protein ygdL;N;0;0;0
Q46931;b2832;ygdQ;Hypothetical protein ygdQ;N;0;0;0
Q46932;b2833;ygdR;Hypothetical lipoprotein ygdR precursor;N;0;0;0
P03813;b2840;ygeA;Hypothetical protein ygeA;N;0;0;0
P39196;b2835;ygeD;Hypothetical protein ygeD;N;0;0;0
Q46786;b2850;ygeF;Hypothetical protein ygeF;X;0;0;0
Q46787;b2851;ygeG;Hypothetical protein ygeG;X;0;0;0
P76639;b2852;ygeH;Hypothetical protein ygeH;X;0;0;0
Q46789;b2853;ygeI;Hypothetical protein ygeI;X;0;0;0
Q46791;;ygeK;Hypothetical transcriptional regulator ygeK;N;0;0;0
Q46796;b2862;ygeP;Hypothetical protein ygeP;X;0;0;0
Q46797;b2863;ygeQ;Hypothetical protein ygeQ;X;0;0;0
Q46798;b2865;ygeR;Hypothetical lipoprotein ygeR precursor;X;0;0;0
Q46802;b2869;ygeV;Hypothetical sigma-54-dependent transcriptional regulator ygeV;N;0;0;0
Q46803;b2870;ygeW;Hypothetical protein ygeW;N;0;0;0
Q46804;b2871;ygeX;Putative diaminopropionate ammonia-lyase (EC 4.3.1.15);N;0;0;0
Q46805;b2872;ygeY;Hypothetical protein ygeY;N;0;0;0
Q46806;b2873;ygeZ;Hypothetical hydrolase ygeZ (EC 3.-.-.-);N;0;0;0
P09160;b2912;ygfA;Hypothetical protein ygfA;N;0;0;0
P25533;b2909;ygfB;Hypothetical protein ygfB;E;1;1;1
P45580;b2910;ygfE;Hypothetical protein ygfE;N;0;0;0
P52037;b2902;ygfF;Hypothetical oxidoreductase ygfF (EC 1.-.-.-);X;0;0;0
P52045;b2919;ygfG;Hypothetical protein ygfG;N;0;0;0
P52043;b2920;ygfH;Hypothetical protein ygfH;N;0;0;0
P52044;b2921;ygfI;Hypothetical transcriptional regulator ygfI;N;0;0;0
Q46810;b2877;ygfJ;Hypothetical protein ygfJ;N;0;0;0
Q46811;b2878;ygfK;Hypothetical protein ygfK;N;0;0;0
Q46813;b2880;ygfM;Hypothetical protein ygfM;E;1;1;0
Q46815;b2882;ygfO;Putative purine permease ygfO;N;0;0;0
Q46817;b2884;ygfQ;Hypothetical protein ygfQ;N;0;0;0
Q46818;b2885;ygfR;Hypothetical protein ygfR;N;0;0;0
Q46819;b2886;ygfS;Putative electron transport protein ygfS;N;0;0;0
Q46820;b2887;ygfT;Hypothetical protein ygfT;N;0;0;0
Q46821;b2888;ygfU;Putative purine permease ygfU;N;0;0;0
Q46824;b2896;ygfX;Hypothetical protein ygfX;N;0;0;0
Q46825;b2897;ygfY;Hypothetical protein ygfY;E;1;1;0
P39179;b2898;ygfZ;Unknown protein from 2D-page;X;0;0;0
P11667;b2923;yggA;Hypothetical protein yggA;E;1;1;0
P11666;b2924;yggB;Hypothetical protein yggB;?;0;0;0
P11664;b2928;yggC;Hypothetical protein yggC;N;0;0;0
P11663;b2929;yggD;Hypothetical protein yggD;N;0;0;0
P11668;b2922;yggE;Hypothetical protein yggE;N;0;0;0
P21437;b2930;yggF;Hypothetical protein yggF;N;0;0;0
P25894;b2936;yggG;Putative metalloprotease yggG (EC 3.4.24.-);N;0;0;0
P32049;b2960;yggH;Hypothetical methyltransferase yggH (EC 2.1.1.-);N;0;0;0
P37912;b2946;yggJ;Hypothetical protein yggJ;N;0;0;0
P38521;b2959;yggL;Hypothetical protein yggL;E;1;1;0
P46142;b2956;yggM;Hypothetical protein yggM;N;0;0;0
P46143;b2958;yggN;Hypothetical protein yggN;N;0;0;0
P52048;;yggP;Hypothetical protein yggP;N;0;0;0
P52052;b2950;yggR;Hypothetical protein yggR;N;0;0;0
P52054;b2951;yggS;Hypothetical protein yggS;N;0;0;0
P52058;b2952;yggT;Hypothetical protein yggT;N;0;0;0
P52060;b2953;yggU;Hypothetical protein yggU;X;0;0;0
P52061;b2954;yggV;Hypothetical protein yggV;X;0;0;0
P52062;b2955;yggW;Hypothetical protein yggW;N;0;0;0
P52065;b2962;yggX;Protein yggX;?;0;0;0
P25887;b3003;yghA;Hypothetical oxidoreductase yghA (EC 1.-.-.-);N;0;0;0
P33196;b3009;yghB;Hypothetical protein yghB;N;0;0;0
Q46832;b2968;yghD;Putative general secretion pathway protein M-type yghD;N;0;0;0
Q46833;b2969;yghE;Putative general secretion pathway protein L-type yghE;N;0;0;0
Q46834;b2970;yghF;Putative general secretion pathway protein C-type yghF precursor;N;0;0;0
Q46835;b2971;yghG;Hypothetical lipoprotein yghG precursor;N;0;0;0
Q46837;;yghJ;Putative lipoprotein acfD homolog precursor;N;0;0;0
Q46840;b2981;yghO;Hypothetical protein yghO;N;0;0;0
Q46841;b2983;yghQ;Hypothetical protein yghQ;N;0;0;0
Q46842;b2984;yghR;Hypothetical ATP-binding protein yghR;N;0;0;0
Q46843;b2985;yghS;Hypothetical ATP-binding protein yghS;N;0;0;0
Q46844;b2986;yghT;Hypothetical ATP-binding protein yghT;N;0;0;0
Q46845;b2989;yghU;Hypothetical GST-like protein yghU;N;0;0;0
Q46848;b2998;yghW;Hypothetical protein yghW;N;0;0;0
Q46851;b3001;yghZ;Hypothetical protein yghZ;N;0;0;0
Q9Z363;b3036;ygiA;Hypothetical protein YGIA;N;0;0;0
P24195;b3037;ygiB;Hypothetical protein ygiB;N;0;0;0
P24196;b3038;ygiC;Hypothetical protein ygiC;N;0;0;0
P24197;b3039;ygiD;Hypothetical protein ygiD;N;0;0;0
P30871;b3054;ygiF;Hypothetical protein ygiF;N;0;0;0
P31056;b3059;ygiH;Hypothetical protein ygiH;N;0;0;0
P39834;b3043;ygiL;Hypothetical fimbrial-like protein ygiL precursor;N;0;0;0
P39202;b3055;ygiM;Hypothetical protein ygiM precursor;N;0;0;0
P40718;b3029;ygiN;Protein ygiN;N;0;0;0
P45463;b3060;ygiP;Hypothetical transcriptional regulator ygiP;N;0;0;0
Q46861;;ygiQ;Hypothetical protein ygiQ;N;0;0;0
Q46862;b3016;ygiR;;N;0;0;0
Q46863;b3020;ygiS;Putative binding protein ygiS precursor;N;0;0;0
Q46864;b3021;ygiT;Hypothetical protein ygiT;E;1;1;0
Q46865;b3022;ygiU;Hypothetical protein ygiU;N;0;0;0
Q46866;b3023;ygiV;Hypothetical protein ygiV;?;0;0;0
P52083;b3024;ygiW;Protein ygiW precursor;N;0;0;0
P52076;b3025;ygiX;Probable transcriptional regulatory protein ygiX;N;0;0;0
P40719;b3026;ygiY;Probable sensor protein ygiY (EC 2.7.3.-);N;0;0;0
Q46867;b3027;ygiZ;Hypothetical protein ygiZ;E;1;1;0
P39414;b3063;ygjE;Putative tartrate carrier;N;0;0;0
P42588;b3073;ygjG;Probable ornithine aminotransferase (EC 2.6.1.13);N;0;0;0
P42589;b3074;ygjH;Hypothetical protein ygjH;N;0;0;0
P42590;b3078;ygjI;Hypothetical transporter ygjI;N;0;0;0
P42591;b3079;ygjJ;Hypothetical protein ygjJ precursor;N;0;0;0
P42592;b3080;ygjK;Hypothetical protein ygjK precursor;N;0;0;0
P42594;b3082;ygjM;Hypothetical protein ygjM;X;0;0;0
P42595;b3083;ygjN;Hypothetical protein ygjN;X;0;0;0
P42596;b3084;ygjO;Putative ribosomal RNA small subunit methyltransferase D (EC 2.1.1.52);N;0;0;0
P42597;b3085;ygjP;Hypothetical protein ygjP;N;0;0;0
P42598;b3086;ygjQ;Hypothetical protein ygjQ;E;1;1;0
P42599;b3087;ygjR;Hypothetical oxidoreductase ygjR (EC 1.-.-.-);N;0;0;0
P42601;b3088;ygjT;Hypothetical protein ygjT;N;0;0;0
P42602;b3089;ygjU;Hypothetical symporter ygjU;N;0;0;0
P42603;b3090;ygjV;Hypothetical protein ygjV;N;0;0;0
P11865;b3120;yhaB;Hypothetical protein yhaB;N;0;0;0
P11864;b3121;yhaC;Hypothetical protein yhaC;N;0;0;0
P42621;b3103;yhaH;Hypothetical protein yhaH;N;0;0;0
P42622;b3104;yhaI;Hypothetical protein yhaI;N;0;0;0
